close,RSI,MACD_diff
1.3134000000000001,,0.0
1.31332,,-5.105413105432888e-06
1.31336,,-5.473410118419508e-06
1.31345,,3.505627076165756e-07
1.31358,,1.2302147540380304e-05
1.31363,,2.2334426853325625e-05
1.31351,,1.9737906464842126e-05
1.3135,,1.6336969311783048e-05
1.3135,,1.3211063440882738e-05
1.3136999999999999,,2.3154829078025236e-05
1.3138,,3.433460206754226e-05
1.3138,,3.924299646135011e-05
1.31389,,4.561745312003716e-05
1.3139,77.1739130434612,4.7367265144336265e-05
1.31402,79.80769230767403,5.303869490937393e-05
1.31411,87.61904761903251,5.883539715104892e-05
1.3142800000000001,88.98305084744567,6.93780603781951e-05
1.3142,82.05128205126795,6.623019359163024e-05
1.31427,81.08108108106757,6.408808176486887e-05
1.31421,75.89285714284776,5.424628470581064e-05
1.3140800000000001,75.22123893805448,3.5503522652526444e-05
1.31426,79.23076923077107,3.1866890812405635e-05
1.31394,63.58024691358735,5.907663987195775e-06
1.31411,62.89308176100892,-1.424916839211761e-06
1.314,56.250000000001734,-1.456398900343247e-05
1.31405,57.57575757575676,-2.0409665085787483e-05
1.31421,59.30232558140091,-1.431108102602769e-05
1.3142,58.720930232559716,-1.1862148961954116e-05
1.31418,54.93827160493717,-1.2440265530043926e-05
1.31409,49.38271604938542,-1.9324254297092098e-05
1.3143,50.60240963855164,-1.0610428497165845e-05
1.31413,47.999999999998984,-1.680351679171063e-05
1.314,42.54143646408623,-2.9424312957300084e-05
1.31395,42.77777777777195,-4.0239791834673885e-05
1.31393,45.56213017751075,-4.7350522996244076e-05
1.31394,39.47368421052862,-4.9743982450622145e-05
1.3142,58.90410958903984,-3.298748573562208e-05
1.31423,54.54545454545914,-1.970944826169989e-05
1.31426,60.483870967737886,-9.262776497299843e-06
1.31407,50.72463768116409,-1.5157156001538352e-05
1.3140399999999999,43.199999999992045,-2.0739424313291838e-05
1.3142,50.0,-1.3660810178567532e-05
1.31461,62.011173184360594,1.6967878846014655e-05
1.31461,65.29411764705875,3.454777668710906e-05
1.31449,55.90062111800849,3.5290516687876914e-05
1.31442,59.602649006617064,2.8551565650800144e-05
1.31446,66.1971830985834,2.4431370791118157e-05
1.31464,72.25806451612607,3.104733789083805e-05
1.31484,76.30057803467422,4.525129349844265e-05
1.31495,77.59562841529265,5.761993187995869e-05
1.31521,77.59562841529265,7.763116661040485e-05
1.31542,79.60199004974432,9.801579035676798e-05
1.31551,80.19323671496849,0.00010968433397258876
1.31566,89.1625615763418,0.00011885719012868845
1.31601,91.91489361701657,0.00013847757464195806
1.31612,91.73913043477745,0.0001479858768301931
1.31598,83.74384236452555,0.0001343659751060417
1.31598,83.74384236452555,0.00011559196668941543
1.31597,88.54166666667209,9.36699944811668e-05
1.31597,91.89189189189838,7.134880933555706e-05
1.31577,82.58706467662302,3.702136753139896e-05
1.3155700000000001,72.90640394089186,-3.1162413087041404e-06
1.3155999999999999,70.43010752688346,-3.0106305283559567e-05
1.31555,66.66666666667078,-5.2477673840119654e-05
1.31539,55.29411764706281,-7.768172526721056e-05
1.31539,48.99328859060442,-9.295213083964645e-05
1.3155000000000001,49.66887417219049,-9.396402001526477e-05
1.31548,43.47826086956032,-9.406803573188332e-05
1.3153000000000001,20.66115702479067,-0.0001035939874065733
1.3155000000000001,26.153846153841428,-9.403923597571892e-05
1.31544,27.868852459008934,-8.940420350328786e-05
1.31529,24.817518248169847,-9.363555110346826e-05
1.3153000000000001,25.54744525547008,-9.277811915730375e-05
1.31544,32.45033112581682,-8.02683303803009e-05
1.3154,36.29629629628386,-7.241508560997814e-05
1.31538,41.88034188033232,-6.645075057393871e-05
1.31545,43.80165289256578,-5.60879634177667e-05
1.31548,47.05882352941067,-4.5936416849774305e-05
1.31577,64.39393939394131,-1.975214165728178e-05
1.31552,54.140127388533685,-1.93080050766354e-05
1.31548,49.333333333328994,-2.1574854831456997e-05
1.31585,60.0,7.923493330746221e-07
1.31568,60.326086956516626,2.9638310645165126e-06
1.31562,53.529411764702814,-6.236195796657275e-07
1.316,63.86138613861735,2.0448596057746554e-05
1.31596,67.53926701570474,2.9022347129433455e-05
1.3159,65.30612244897821,2.7970351472023515e-05
1.31602,64.94845360824766,3.2363700995366234e-05
1.31629,70.50691244239758,4.9438666894208e-05
1.3164,72.56637168141489,6.324361939292962e-05
1.3166,74.05857740585625,7.987475716336674e-05
1.31699,77.45454545454515,0.00010934876678363409
1.31688,71.59533073929698,0.0001131693035161159
1.31637,65.01766784452269,7.492546032280921e-05
1.31627,63.66782006920506,3.831575605477269e-05
1.31606,53.84615384615448,-2.4578327794890116e-06
1.31601,56.32183908045811,-3.34874167813918e-05
1.31606,58.461538461537145,-5.032493428119207e-05
1.31619,54.04255319148699,-5.2164375143032765e-05
1.31692,65.78947368420975,-6.097394146596213e-06
