close,RSI,MACD_diff
1.35796,,0.0
1.35792,,-2.552706552627626e-06
1.35795,,-2.0985284209373843e-06
1.3578999999999999,,-4.884132124971074e-06
1.35788,,-7.6286805297783635e-06
1.35779,,-1.4653471667045607e-05
1.3578700000000001,,-1.3110383792883113e-05
1.35779,,-1.64589515517677e-05
1.3578299999999999,,-1.5002343901295854e-05
1.3578299999999999,,-1.312881635221431e-05
1.35789,,-7.233201840443834e-06
1.35801,,4.719866762968931e-06
1.35781,,-5.893793218900238e-07
1.3578700000000001,44.827586206901834,1.5394553393055063e-07
1.35786,44.318181818183824,1.843509397128031e-07
1.35786,46.428571428575204,4.040748094162418e-07
1.35767,36.00000000000178,-1.1395335557452879e-05
1.3576,35.29411764706394,-2.2425469892671854e-05
1.3576,36.00000000000178,-2.787687039682489e-05
1.35769,45.000000000003325,-2.373873042110051e-05
1.3576,36.63366336633425,-2.5240054507008284e-05
1.35771,46.15384615384451,-1.7376323569453245e-05
1.35809,59.420289855072234,1.3215386042649373e-05
1.35795,53.947368421054364,2.3233578682321536e-05
1.35807,55.69620253164486,3.637115781337499e-05
1.35798,49.03225806451761,3.729060773067323e-05
1.3578700000000001,52.054794520552534,2.914242576257907e-05
1.35789,50.704225352109155,2.396784377421274e-05
1.35778,47.36842105263004,1.2577392922604736e-05
1.35765,43.636363636364614,-3.4169575541413957e-06
1.35767,50.0,-1.1878055332660861e-05
1.35776,55.33333333333689,-1.067960257793345e-05
1.35782,57.05128205128351,-5.379744499380135e-06
1.35789,56.49350649350443,2.863405824670045e-06
1.35803,63.522012578619425,1.6979945332095262e-05
1.35796,58.06451612903411,2.059738893389984e-05
1.35784,40.31007751937838,1.4206741445746561e-05
1.3578000000000001,43.69747899160213,6.951257720404626e-06
1.35779,37.037037037034,1.4327424346253105e-06
1.3578999999999999,46.36363636363159,4.947069154272378e-06
1.3578299999999999,48.11320754715716,2.4403245757932905e-06
1.3578299999999999,47.1153846153762,7.527713219356483e-07
1.3577,46.22641509433527,-8.630876364541147e-06
1.35765,50.0,-1.722129600704895e-05
1.35758,45.63106796116819,-2.6101314145631464e-05
1.35776,50.0,-1.868343565763306e-05
1.3577,44.642857142851824,-1.6712864741691094e-05
1.3575,34.39999999999516,-2.7156242198773395e-05
1.35738,23.577235772352736,-3.966567522016696e-05
1.35735,24.369747899155428,-4.6980310852252495e-05
1.3572199999999999,24.166666666661115,-5.6930191584739445e-05
1.35711,22.834645669285692,-6.660409500425918e-05
1.35713,24.218749999990365,-6.714979868656647e-05
1.35693,14.598540145985169,-7.583235499325705e-05
1.35686,14.598540145985169,-8.069064536635643e-05
1.35684,14.388489208633786,-7.95224868376834e-05
1.35678,15.151515151516179,-7.700976240872245e-05
1.35669,14.705882352939241,-7.552502037736503e-05
1.35675,19.259259259254392,-6.501764405684622e-05
1.3567,6.557377049169872,-5.6277624048014764e-05
1.35684,16.923076923072983,-3.6849890813061865e-05
1.3569,24.137931034476807,-1.6763164612560794e-05
1.35689,26.666666666656795,-1.7454035910231954e-06
1.35696,32.11009174311104,1.4417363642823665e-05
1.357,39.000000000002004,2.8503129619658846e-05
1.35705,46.80851063830038,4.112188455884588e-05
1.35708,47.368421052637736,5.078957104540487e-05
1.35701,54.87804878049243,5.160326280886679e-05
1.35709,63.85542168674603,5.627982244222707e-05
1.3568799999999999,51.96078431371654,4.4497004229756144e-05
1.35715,65.04065040649981,5.3546502614706736e-05
1.35733,74.24242424242348,6.931327074052735e-05
1.3573,71.31782945736607,7.490408499977073e-05
1.35732,74.60317460317209,7.684389042425996e-05
1.35731,70.79646017698437,7.430395375241196e-05
1.3575,73.80952380951626,8.168352822197938e-05
1.3575300000000001,75.0,8.449661111967788e-05
1.3574,66.41791044775414,7.389662803423586e-05
1.3571,53.1249999999987,4.442783546191024e-05
1.3574,59.45945945945362,4.286657972108128e-05
1.35734,56.91489361701814,3.5807010432533084e-05
1.35759,64.07766990291053,4.537314338350162e-05
1.35772,64.92890995260618,5.7096937678225495e-05
1.35782,73.49999999999883,6.751386624810834e-05
1.35765,63.15789473683903,5.918095710205801e-05
1.35774,61.32596685082737,5.599054500771276e-05
1.35793,65.98984771573552,6.244474971648482e-05
1.3578700000000001,63.68159203980028,5.8508933144168804e-05
1.3577,58.98617511520299,4.111387781529953e-05
1.35792,59.54545454545372,4.098989197216324e-05
1.35771,53.781512605038024,2.4162557732195324e-05
1.3577,56.6371681415911,1.0456466388225914e-05
1.3575300000000001,60.09389671361772,-1.0809453033000272e-05
1.35771,57.7114427860702,-1.3338112332572443e-05
1.35771,59.48717948717844,-1.5446842721153888e-05
1.35778,55.36723163841546,-1.2679383726073355e-05
1.35791,55.36723163841546,-3.1427397566175398e-06
1.35797,54.33526011560323,5.676698050680577e-06
1.35804,61.96319018404557,1.4209513721706178e-05
1.35778,51.1111111111122,1.023160477443217e-06
